week_range,TotalPopulation,BusanPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,DaeguPopulation,DaejeonPopulation,GangwonPopulation,GwanguPopulation,GyeonggiPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,InchenPopulation,JejuPopulation,JeollanamPopulation,JeonbukPopulation,SeoulPopulation,UlsanPopulation
2012-12-16~2012-12-22,51080666.94751083,3537972.519989434,1570163.379551587,2038513.4387467073,2506732.33880306,1529523.5748898827,1541747.771680794,1472283.0759276561,12162914.573370319,2701707.0216378113,3328707.41023902,2861378.1697453684,588381.6917358373,1910705.5262096378,1875217.2798236553,10185678.636685552,1152186.7624940507
2012-12-23~2012-12-29,51100932.29834056,3534526.679992956,1571019.5863677247,2041552.6258311383,2505017.5592020396,1530619.3832599218,1541919.5144538628,1472492.0506184374,12186819.715580214,2700951.347758541,3330411.6068260134,2867512.7798302458,590189.7944905582,1909527.6841397583,1874466.5198824368,10171667.424457034,1153617.8416627003
2012-12-30~2013-01-05,51121197.64917028,3531080.839996478,1571875.7931838622,2044591.8129155692,2503302.77960102,1531715.191629961,1542091.2572269314,1472701.0253092188,12210724.857790107,2700195.6738792704,3332115.8034130065,2873647.3899151227,591997.897245279,1908349.8420698792,1873715.7599412184,10157656.212228518,1155048.9208313501
2013-01-06~2013-01-12,51141463.0,3527635.0,1572732.0,2047631.0,2501588.0,1532811.0,1542263.0,1472910.0,12234630.0,2699440.0,3333820.0,2879782.0,593806.0,1907172.0,1872965.0,10143645.0,1156480.0
2013-01-13~2013-01-19,51143557.024927676,3527779.4416172793,1572796.3966718856,2047714.8417617558,2501690.429365988,1532873.7620770922,1542326.1490962047,1472970.3093864606,12235130.95595038,2699550.530562076,3333956.505719134,2879899.9147982975,593830.3138246984,1907250.0905643892,1873041.6899335412,10144060.339027112,1156527.352926692
2013-01-20~2013-01-26,51145651.04985535,3527923.8832345586,1572860.793343771,2047798.6835235115,2501792.858731976,1532936.5241541846,1542389.2981924093,1473030.6187729212,12235631.911900757,2699661.0611241516,3334093.0114382682,2880017.829596595,593854.6276493969,1907328.1811287785,1873118.3798670825,10144475.678054225,1156574.705853384
2013-01-27~2013-02-02,51147745.074783035,3528068.3248518375,1572925.1900156564,2047882.525285267,2501895.288097963,1532999.286231277,1542452.4472886142,1473090.9281593817,12236132.867851134,2699771.5916862274,3334229.517157403,2880135.744394892,593878.9414740953,1907406.271693168,1873195.0698006235,10144891.017081335,1156622.058780076
2013-02-03~2013-02-09,51149839.09971071,3528212.766469117,1572989.586687542,2047966.3670470228,2501997.717463951,1533062.0483083692,1542515.596384819,1473151.2375458423,12236633.823801514,2699882.122248303,3334366.022876537,2880253.6591931893,593903.2552987938,1907484.3622575572,1873271.7597341647,10145306.356108448,1156669.411706768
2013-02-10~2013-02-16,51151933.46760397,3528357.2317434708,1573053.9939065045,2048050.2225406296,2502100.1636061226,1533124.8206648198,1542578.755823769,1473211.556809952,12237134.861799937,2699992.6709134006,3334502.5509529808,2880371.5933039202,593927.5731056822,1907562.46561185,1873348.4622282095,10145721.763161011,1156716.772389062
2013-02-17~2013-02-23,51154027.83549723,3528501.6970178243,1573118.401125467,2048134.0780342366,2502202.6097482946,1533187.5930212701,1542641.9152627187,1473271.876074062,12237635.89979836,2700103.219578498,3334639.0790294246,2880489.5274146516,593951.8909125706,1907640.5689661424,1873425.1647222545,10146137.170213576,1156764.133071356
2013-02-24~2013-03-02,51156122.203390494,3528646.162292178,1573182.8083444296,2048217.9335278436,2502305.055890466,1533250.3653777204,1542705.0747016687,1473332.195338172,12238136.93779678,2700213.7682435955,3334775.6071058684,2880607.4615253825,593976.2087194591,1907718.6723204348,1873501.8672162993,10146552.57726614,1156811.4937536502
2013-03-03~2013-03-09,51158216.57128375,3528790.6275665318,1573247.215563392,2048301.7890214503,2502407.5020326376,1533313.137734171,1542768.2341406187,1473392.5146022816,12238637.975795204,2700324.316908693,3334912.135182312,2880725.3956361134,594000.5265263475,1907796.7756747275,1873578.569710344,10146967.984318703,1156858.8544359442
2013-03-10~2013-03-16,51159892.34001576,3528906.2187147737,1573298.7497776055,2048368.884403616,2502489.47236952,1533363.3638441646,1542818.7699673302,1473440.777916983,12239038.871843126,2700412.77032556,3335021.375532244,2880819.7583771753,594019.983958132,1907859.2685917597,1873639.9417556284,10147300.364390029,1156896.7491872772
2013-03-17~2013-03-23,51161568.108747765,3529021.8098630155,1573350.2839918188,2048435.9797857816,2502571.4427064024,1533413.5899541585,1542869.3057940414,1473489.0412316846,12239439.76789105,2700501.2237424273,3335130.6158821755,2880914.1211182373,594039.4413899163,1907921.7615087917,1873701.3138009128,10147632.744461354,1156934.6439386103
2013-03-24~2013-03-30,51163243.87747978,3529137.401011257,1573401.8182060323,2048503.0751679472,2502653.413043285,1533463.8160641522,1542919.8416207528,1473537.304546386,12239840.663938971,2700589.677159294,3335239.856232107,2881008.483859299,594058.8988217008,1907984.254425824,1873762.685846197,10147965.124532677,1156972.5386899433
2013-03-31~2013-04-06,51164919.64621178,3529252.992159499,1573453.3524202455,2048570.1705501128,2502735.383380167,1533514.042174146,1542970.377447464,1473585.5678610876,12240241.559986895,2700678.130576161,3335349.096582039,2881102.846600361,594078.3562534852,1908046.747342856,1873824.0578914813,10148297.504604002,1157010.4334412764
2013-04-07~2013-04-13,51166595.41494379,3529368.5833077407,1573504.886634459,2048637.2659322785,2502817.3537170496,1533564.2682841397,1543020.9132741755,1473633.831175789,12240642.456034817,2700766.5839930284,3335458.3369319704,2881197.209341423,594097.8136852697,1908109.240259888,1873885.4299367657,10148629.884675328,1157048.3281926094
2013-04-14~2013-04-20,51168690.46893674,3529513.0959078674,1573569.314952758,2048721.1488963352,2502919.8334198324,1533627.0612043575,1543084.0934036984,1473694.170200051,12241143.658169644,2700877.1688730647,3335594.909734019,2881315.182086511,594122.1394584947,1908187.3692002713,1873962.1575579895,10149045.427812219,1157095.7043899186
2013-04-21~2013-04-27,51170785.52292968,3529657.608507994,1573633.743271057,2048805.0318603916,2503022.313122615,1533689.8541245754,1543147.273533221,1473754.509224313,12241644.860304471,2700987.7537531005,3335731.4825360673,2881433.154831599,594146.4652317199,1908265.4981406545,1874038.8851792135,10149460.970949112,1157143.0805872278
2013-04-28~2013-05-04,51172880.57692263,3529802.121108121,1573698.171589356,2048888.9148244483,2503124.7928253976,1533752.6470447932,1543210.4536627438,1473814.848248575,12242146.062439296,2701098.338633137,3335868.055338116,2881551.127576687,594170.791004945,1908343.6270810375,1874115.6128004375,10149876.514086004,1157190.4567845368
2013-05-05~2013-05-11,51174975.63091558,3529946.6337082474,1573762.5999076548,2048972.797788505,2503227.2725281804,1533815.439965011,1543273.6337922667,1473875.1872728372,12242647.264574124,2701208.923513173,3336004.6281401645,2881669.100321775,594195.11677817,1908421.7560214207,1874192.3404216613,10150292.057222895,1157237.832981846
2013-05-12~2013-05-18,51177071.02804265,3530091.169977074,1573827.0387782138,2049056.6944911608,2503329.769015391,1533878.2431696388,1543336.8242696174,1473935.5361796026,12243148.548797313,2701319.5265051266,3336141.223310509,2881787.092388787,594219.4465355419,1908499.8977579924,1874269.0806095614,10150707.668418668,1157285.2169385685
2013-05-19~2013-05-25,51179166.42516972,3530235.7062459006,1573891.4776487728,2049140.5911938166,2503432.265502602,1533941.0463742665,1543400.0147469684,1473995.8850863678,12243649.833020505,2701430.1294970806,3336277.818480854,2881905.084455799,594243.7762929138,1908578.0394945638,1874345.8207974616,10151123.279614443,1157332.6008952907
2013-05-26~2013-06-01,51181261.82229679,3530380.242514727,1573955.9165193315,2049224.4878964727,2503534.7619898124,1534003.849578894,1543463.2052243194,1474056.2339931333,12244151.117243694,2701540.7324890345,3336414.413651199,2882023.076522811,594268.1060502859,1908656.1812311355,1874422.5609853615,10151538.890810218,1157379.9848520132
2013-06-02~2013-06-08,51183357.21942386,3530524.7787835537,1574020.3553898905,2049308.3845991285,2503637.258477023,1534066.6527835217,1543526.39570167,1474116.5828998988,12244652.401466884,2701651.335480988,3336551.008821544,2882141.068589823,594292.4358076578,1908734.3229677072,1874499.3011732616,10151954.50200599,1157427.3688087356
2013-06-09~2013-06-15,51185033.81167778,3530640.426736676,1574071.9149295283,2049375.5129539329,2503719.2690965333,1534116.903576099,1543576.956363169,1474164.8699326087,12245053.494526884,2701739.8323664586,3336660.302855388,2882235.4777035033,594311.9028013949,1908796.8465955916,1874560.703378569,10152287.045418631,1157465.282182661
2013-06-16~2013-06-22,51186710.40393169,3530756.074689799,1574123.474469166,2049442.6413087372,2503801.2797160433,1534167.1543686765,1543627.5170246677,1474213.1569653186,12245454.587586882,2701828.329251929,3336769.596889232,2882329.8868171843,594331.3697951321,1908859.3702234763,1874622.1055838768,10152619.588831272,1157503.1955565864
2013-06-23~2013-06-29,51188386.99618561,3530871.7226429214,1574175.034008804,2049509.7696635416,2503883.2903355537,1534217.4051612536,1543678.0776861666,1474261.4439980285,12245855.680646881,2701916.8261374,3336878.8909230754,2882424.2959308648,594350.8367888691,1908921.8938513608,1874683.5077891843,10152952.132243913,1157541.1089305116
2013-06-30~2013-07-06,51190063.588439524,3530987.370596044,1574226.5935484418,2049576.898018346,2503965.3009550637,1534267.655953831,1543728.6383476653,1474309.7310307384,12246256.77370688,2702005.323022871,3336988.1849569194,2882518.7050445457,594370.3037826063,1908984.4174792455,1874744.909994492,10153284.675656553,1157579.0223044371
2013-07-07~2013-07-13,51191740.18069344,3531103.0185491666,1574278.1530880795,2049644.0263731503,2504047.311574574,1534317.9067464084,1543779.1990091642,1474358.0180634484,12246657.86676688,2702093.8199083414,3337097.4789907634,2882613.114158226,594389.7707763434,1909046.94110713,1874806.3121997996,10153617.219069194,1157616.9356783624
2013-07-14~2013-07-20,51193836.26425737,3531247.6021670233,1574342.6130683436,2049727.9505597558,2504149.8416388887,1534380.730524909,1543842.4101872558,1474418.3867400768,12247159.315207135,2702204.459133031,3337234.1189086926,2882731.144878581,594414.1085039669,1909125.1084423661,1874883.0775272269,10154032.966416173,1157664.3351577243
2013-07-21~2013-07-27,51195932.347821295,3531392.1857848805,1574407.073048608,2049811.8747463613,2504252.371703203,1534443.5543034095,1543905.6213653474,1474478.755416705,12247660.763647392,2702315.0983577208,3337370.758826622,2882849.175598936,594438.4462315905,1909203.275777602,1874959.8428546544,10154448.713763151,1157711.7346370863
2013-07-28~2013-08-03,51198028.43138523,3531536.7694027377,1574471.5330288722,2049895.798932967,2504354.9017675174,1534506.3780819103,1543968.8325434388,1474539.1240933333,12248162.212087648,2702425.7375824107,3337507.398744551,2882967.2063192916,594462.783959214,1909281.443112838,1875036.608182082,10154864.46111013,1157759.1341164485
2013-08-04~2013-08-10,51200124.51494916,3531681.3530205945,1574535.9930091363,2049979.7231195725,2504457.431831832,1534569.2018604109,1544032.0437215304,1474599.4927699617,12248663.660527904,2702536.3768071,3337644.03866248,2883085.2370396466,594487.1216868375,1909359.6104480743,1875113.3735095093,10155280.208457109,1157806.5335958104
2013-08-11~2013-08-17,51202220.94181584,3531825.9603187833,1574600.4635468465,2050063.661051529,2504559.978688823,1534632.0359283753,1544095.2652525352,1474659.87133395,12249165.191096865,2702647.0341526084,3337780.7009596983,2883203.287091421,594511.4634005659,1909437.7905857873,1875190.1514097885,10155696.023896415,1157853.940838399
2013-08-18~2013-08-24,51204317.36868252,3531970.5676169717,1574664.9340845565,2050147.5989834855,2504662.5255458136,1534694.8699963398,1544158.4867835403,1474720.2498979382,12249666.721665826,2702757.6914981166,3337917.3632569164,2883321.337143196,594535.8051142943,1909515.9707235005,1875266.9293100678,10156111.83933572,1157901.3480809876
2013-08-25~2013-08-31,51206413.7955492,3532115.17491516,1574729.4046222665,2050231.536915442,2504765.072402804,1534757.7040643042,1544221.7083145452,1474780.6284619267,12250168.252234789,2702868.348843625,3338054.0255541345,2883439.3871949706,594560.1468280227,1909594.1508612134,1875343.707210347,10156527.654775023,1157948.7553235763
2013-09-01~2013-09-07,51208510.22241588,3532259.782213349,1574793.8751599768,2050315.4748473985,2504867.619259795,1534820.5381322687,1544284.92984555,1474841.007025915,12250669.78280375,2702979.006189133,3338190.6878513526,2883557.437246745,594584.488541751,1909672.3309989264,1875420.4851106263,10156943.47021433,1157996.162566165
2013-09-08~2013-09-14,51210187.6385964,3532375.4869992677,1574845.4600374845,2050382.6361910452,2504949.6701817294,1534870.8136195594,1544335.515354041,1474889.3177882892,12251071.072972642,2703067.5465645688,3338300.0355954906,2883651.8927558335,594603.9651021399,1909734.8853527554,1875481.9174907787,10157276.177048557,1158034.0945718342
2013-09-15~2013-09-21,51211865.05477693,3532491.1917851865,1574897.0449149925,2050449.7975346919,2505031.721103663,1534921.08910685,1544386.100862532,1474937.6285506634,12251472.363141537,2703156.0869400045,3338409.383339628,2883746.3482649215,594623.4416625287,1909797.4397065847,1875543.3498709311,10157608.883882785,1158072.0265775037
2013-09-22~2013-09-28,51213542.47095745,3532606.896571105,1574948.6297925003,2050516.9588783386,2505113.7720255973,1534971.3645941408,1544436.6863710226,1474985.9393130373,12251873.65331043,2703244.6273154407,3338518.731083766,2883840.80377401,594642.9182229175,1909859.9940604137,1875604.7822510833,10157941.590717012,1158109.9585831729
2013-09-29~2013-10-05,51215219.88713798,3532722.6013570237,1575000.2146700083,2050584.1202219853,2505195.822947531,1535021.6400814315,1544487.2718795135,1475034.2500754115,12252274.943479324,2703333.1676908764,3338628.0788279036,2883935.259283098,594662.3947833063,1909922.548414243,1875666.2146312357,10158274.29755124,1158147.8905888423
2013-10-06~2013-10-12,51216897.3033185,3532838.3061429425,1575051.799547516,2050651.281565632,2505277.873869465,1535071.9155687222,1544537.8573880044,1475082.5608377857,12252676.233648216,2703421.708066312,3338737.4265720416,2884029.7147921864,594681.8713436951,1909985.102768072,1875727.647011388,10158607.004385468,1158185.8225945116
2013-10-13~2013-10-19,51218994.416959375,3532982.96081343,1575116.2912053051,2050735.2469950444,2505380.4543200606,1535134.7702206702,1544601.099629923,1475142.9591813523,12253177.928514944,2703532.401662362,3338874.133638834,2884147.8035162995,594706.2210315918,1910063.3085170293,1875804.450063549,10159022.956042886,1158233.245367368
2013-10-20~2013-10-26,51221091.53060025,3533127.6154839173,1575180.7828630945,2050819.2124244568,2505483.0347706554,1535197.6248726184,1544664.3418718413,1475203.3575249189,12253679.623381672,2703643.0952584115,3339010.8407056266,2884265.8922404125,594730.5707194885,1910141.5142659866,1875881.2531157099,10159438.907700304,1158280.6681402246
2013-10-27~2013-11-02,51223188.64424112,3533272.270154405,1575245.2745208838,2050903.1778538693,2505585.615221251,1535260.4795245663,1544727.58411376,1475263.7558684857,12254181.3182484,2703753.788854461,3339147.5477724196,2884383.980964525,594754.9204073853,1910219.7200149437,1875958.0561678708,10159854.859357724,1158328.090913081
2013-11-03~2013-11-09,51225285.75788199,3533416.9248248925,1575309.766178673,2050987.1432832817,2505688.195671846,1535323.3341765143,1544790.8263556785,1475324.1542120522,12254683.013115129,2703864.482450511,3339284.254839212,2884502.069688638,594779.270095282,1910297.925763901,1876034.8592200316,10160270.811015142,1158375.5136859375
2013-11-10~2013-11-16,51227383.214994326,3533561.603187349,1575374.268399096,2051071.1224648,2505790.7929233704,1535386.1991229828,1544854.078955598,1475384.562447838,12255184.790150922,2703975.1941762846,3339420.9842962916,2884620.177753671,594803.6237712424,1910376.1443216268,1876111.674851223,10160686.83079835,1158422.9442258356
