week_range,SeoulPopulation,BusanPopulation,DaeguPopulation,InchenPopulation,GwanguPopulation,DaejeonPopulation,UlsanPopulation,GyeonggiPopulation,GangwonPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,JeonbukPopulation,JeollanamPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,JejuPopulation
2003-09-21~2003-09-27,10558405.43821796,3480476.6124263126,2408764.31178151,2254392.865947221,1373720.187032812,1374500.269886617,903791.7255896722,10968068.13997339,1461088.2166740668,1464953.7081446324,2099467.8278677166,1750372.483529669,1821114.6225191741,2527920.074194598,2946221.3619278064,425074.2951079714
2003-09-28~2003-10-04,10558019.002548624,3480891.378245282,2409199.355438008,2256165.913047509,1374058.022020643,1375066.1765822666,904607.2720293682,10969925.489735104,1461340.4715754972,1465242.86228454,2099283.9053753773,1750866.895427401,1821487.062311568,2528546.0942083276,2947421.138074827,425485.1078578887
2003-10-05~2003-10-11,10557631.072217567,3481304.96413967,2409633.4363999693,2257936.716415297,1374395.28339703,1375631.0260890354,905421.5632730994,10971784.919098385,1461592.3544781657,1465531.7050830543,2099100.4752902794,1751360.3237534144,1821858.7342481257,2529170.9906831225,2948619.2133924174,425895.63687407004
2003-10-12~2003-10-18,10557241.647224786,3481717.370109477,2410066.554667394,2259705.2760505835,1374731.9711619732,1376194.8184069237,906234.5993208659,10973646.428063232,1461843.8653820727,1465820.2365401755,2098917.5376124233,1751852.7685077097,1822229.6383288465,2529794.763618984,2949815.5878805774,426305.8821565156
2003-10-19~2003-10-25,10556850.727570282,3482128.5961547033,2410498.710240282,2261471.5919533703,1375068.0853154722,1376757.553535931,907046.3801726678,10975510.016629646,1462095.004287218,1466108.4566559033,2098735.092341809,1752344.2296902866,1822599.7745537309,2530417.413015911,2951010.261539307,426715.8437052253
2003-10-26~2003-11-01,10556458.313254055,3482538.642275349,2410929.9031186337,2263235.664123656,1375403.6258575271,1377319.231476058,907856.9058285049,10977375.684797624,1462345.7711936017,1466396.3654302382,2098553.1394784367,1752834.7073011452,1822969.1429227786,2531038.9388739034,2952203.2343686055,427125.52152019914
2003-11-02~2003-11-08,10556120.768497143,3482889.171255113,2411298.7307881,2264745.9401559923,1375690.7754885475,1377799.8282744044,908550.643071414,10978976.48413469,1462560.418175569,1466642.8965773345,2098397.571797228,1753254.333839085,1823285.1332313984,2531570.781078337,2953224.4287866214,427476.448104142
2003-11-09~2003-11-15,10555725.578380575,3483297.026087251,2411728.1358051696,2266505.8453944917,1376025.2507522064,1378359.542863753,909358.837649031,10980846.014419865,1462810.4942271092,1466930.2271462246,2098216.533404447,1753742.9848167524,1823653.075582464,2532190.220364024,2954414.242932692,427885.5989850349
2003-11-16~2003-11-22,10555328.893602284,3483703.700994808,2412156.578127702,2268263.5069004903,1376359.1524044212,1378918.2002642206,910165.7770306834,10982717.624306606,1463060.198279888,1467217.2463737216,2098035.987418908,1754230.6522227013,1824020.250077693,2532808.536110776,2955602.3562493324,428294.466132192
2003-11-23~2003-11-29,10554930.714162271,3484109.1959777847,2412584.0577556984,2270018.9246739885,1376692.4804451922,1379475.8004758079,910971.461216371,10984591.313794915,1463309.5303339048,1467503.9542598254,2097855.9338406106,1754717.336056932,1824386.6567170853,2533425.728318594,2956788.768736542,428703.0495456132
2003-11-30~2003-12-06,10554531.040060535,3484513.51103618,2413010.5746891582,2271772.098714986,1377025.234874519,1380032.3434985143,911775.8902060941,10986467.082884789,1463558.49038916,1467790.3508045361,2097676.372669555,1755203.0363194447,1824752.295500641,2534041.7969874777,2957973.4803943215,429111.3492252985
2003-12-07~2003-12-13,10554129.871297076,3484916.6461699945,2413436.128928081,2273523.0290234825,1377357.4156924018,1380587.8293323398,912579.0639998524,10988344.93157623,1463807.0784456537,1468076.4360078534,2097497.303905741,1755687.7530102388,1825117.1664283604,2534656.7421174273,2959156.4912226703,429519.365171248
2003-12-14~2003-12-20,10553727.207871895,3485318.6013792283,2413860.7204724676,2275271.715599479,1377689.0228988405,1381142.257977285,913380.9825976461,10990224.859869238,1464055.2945033854,1468362.2098697776,2097318.7275491687,1756171.4861293146,1825481.269500243,2535270.5637084427,2960337.801221589,429927.0973834616
2003-12-21~2003-12-27,10553323.049784992,3485719.376663881,2414284.349322317,2277018.158442975,1378020.0564938353,1381695.6294333492,914181.6459994751,10992106.867763812,1464303.1385623557,1468647.6723903085,2097140.6435998383,1756654.235676672,1825844.604716289,2535883.261760524,2961517.410391077,430334.5458619393
2003-12-28~2004-01-03,10552917.397036364,3486118.9720239528,2414707.015477631,2278762.35755397,1378350.516477386,1382247.943700533,914981.0542053394,10993990.955259953,1464550.6106225639,1468932.8235694463,2096963.0520577494,1757136.0016523113,1826207.1720764984,2536494.8362736707,2962695.3187311343,430741.71060668124
2004-01-04~2004-01-10,10552568.505051682,3486460.5432089395,2415068.5345273498,2280255.599535486,1378633.311343974,1382720.5144934996,915665.2622054145,10995607.542592585,1464762.433450667,1469176.9910635168,2096811.2226519268,1757548.1610743487,1826517.3329489713,2537018.1487539513,2963703.6007298,431090.48313042533
2004-01-11~2004-01-17,10552160.076502714,3486857.9472805043,2415489.4128213804,2281995.631714694,1378962.7060491287,1383270.865409905,916462.3393330586,10997495.492205922,1465009.2146560322,1469461.5640372098,2096634.5455804297,1758028.1004167967,1826878.4742911987,2537627.6366947917,2964878.350386629,431497.1209410863
2004-01-18~2004-01-24,10551750.153292023,3487254.171427488,2415909.328420875,2283733.4201614023,1379291.5271428393,1383820.1591374297,917258.1612647381,10999385.521420823,1465255.6238626356,1469745.82566951,2096458.3609161742,1758507.0561875263,1827238.8477775892,2538236.0010966985,2966051.399214028,431903.4750180114
2004-01-25~2004-01-31,10551338.735419609,3487649.2156498902,2416328.281325833,2285468.9648756096,1379619.7746251058,1384368.3956760736,918052.7280004529,11001277.630237292,1465501.6610704775,1470029.7759604168,2096282.6686591606,1758985.0283865377,1827598.4534081435,2538843.2419596706,2967222.7472119965,432309.5453612007
2004-02-01~2004-02-07,10550984.90190025,3487986.8858597325,2416686.617589533,2286954.788802736,1379900.6730620218,1384837.471273149,918732.7861689713,11002901.09298735,1465712.2540251233,1470272.914121718,2096132.467211974,1759393.936000037,1827906.0756551975,2539362.8398826583,2968225.4060603,432657.3798264711
2004-02-08~2004-02-14,10550570.708227497,3488379.738793628,2417103.7826332087,2288686.1665851567,1380227.8552658923,1385383.7444610146,919525.021826466,11004797.063921012,1465957.600378122,1470556.2862071802,2095957.689425552,1759870.0815658572,1828264.2552677693,2539967.994173324,2969393.59537504,433062.9232355795
2004-02-15~2004-02-21,10550155.019893019,3488771.4118029424,2417519.9849823476,2290415.3006350766,1380554.4638583187,1385928.9604599993,920316.002287996,11006695.114456244,1466202.574732359,1470839.3469512493,2095783.404046372,1760345.2435599589,1828621.6670245046,2540572.024925056,2970560.08386035,433468.182910952
2004-02-22~2004-02-28,10549737.836896818,3489161.904887676,2417935.22463695,2292142.1909524957,1380880.4988393013,1386473.1192701035,921105.7275535613,11008595.244593041,1466447.177087834,1471122.096353925,2095609.6110744334,1760819.4219823426,1828978.3109254034,2541174.9321378535,2971724.871516229,433873.1588525887
2004-02-29~2004-03-06,10549319.159238894,3489551.2180478284,2418349.5015970157,2293866.837537415,1381205.9602088397,1387016.2208913271,921894.197623162,11010497.454331404,1466691.4074445476,1471404.5344152078,2095436.3105097366,1761292.616833008,1829334.1869704656,2541776.715811717,2972887.958342678,434277.8510604894
2004-03-07~2004-03-13,10548838.840288954,3489994.7025681078,2418821.7821703115,2295835.1147783417,1381577.2136783807,1387635.613941443,922793.7692994835,11012673.954769002,1466970.0723435325,1471726.9395366004,2095238.8556691548,1761832.206574521,1829739.9622189,2542463.0928198863,2974215.1177817658,434740.0090118832
2004-03-14~2004-03-20,10548416.959784484,3490381.4873184445,2419233.996213513,2297554.953365045,1381901.445880539,1388176.450157922,923579.5496634456,11014580.620796438,1467213.5055600423,1472008.7104377549,2095066.610262833,1762303.2937715042,1830094.1928585982,2543062.468910319,2975374.5599737205,435144.0932189214
2004-03-21~2004-03-27,10547993.584618289,3490767.0921442,2419645.2475621784,2299272.548219248,1382225.1044712535,1388716.2291855207,924364.0748314429,11016489.36642544,1467456.5667777904,1472290.1699975159,2094894.8572637532,1762773.3973967691,1830447.6556424596,2543660.7214618176,2976532.3013362447,435547.89369222376
2004-03-28~2004-04-03,10547568.714790372,3491151.5170453745,2420055.536216307,2300987.8993409504,1382548.1894505238,1389254.9510242385,925147.3448034755,11018400.191656007,1467699.2559967767,1472571.3182158838,2094723.596671915,1763242.5174503154,1830800.3505704845,2544257.8504743823,2977688.341869339,435951.4104317903
2004-04-04~2004-04-10,10547203.35102344,3491480.0849798783,2420406.445979296,2302456.414474501,1382824.6628848715,1389715.8711642344,925817.720031695,11020039.69704672,1467906.9792466895,1472812.054600723,2094577.1937948787,1763643.8375105592,1831102.049358228,2544768.7810970205,2978677.880033464,436297.0560939554
2004-04-11~2004-04-17,10546775.70539518,3491862.3185925456,2420814.9467721423,2304167.598664416,1383146.6825857456,1390252.6296521737,926598.6589255075,11021954.384394484,1468148.9776108328,1473092.6246136464,2094406.8476736322,1764111.1309309145,1831453.3182682707,2545363.823537279,2979830.76188333,436700.045899441
2004-04-18~2004-04-24,10546346.5651052,3492243.372280632,2421222.484870452,2305876.5391218313,1383468.1286751758,1390788.3309512325,927378.3426233553,11023871.151343813,1468390.6039762143,1473372.8832851767,2094236.9939596276,1764577.4407795514,1831803.8193224766,2545957.7424386027,2980981.9429037655,437102.7519711908
2004-04-25~2004-05-01,10545915.930153497,3492623.2460441375,2421629.060274225,2307583.235846746,1383789.0011531622,1391322.9750614106,928156.7711252386,11025789.997894708,1468631.858342834,1473652.8306153137,2094067.6326528643,1765042.76705647,1832153.5525208462,2546550.5378009924,2982131.42309477,437505.1743092047
2004-05-02~2004-05-08,10545483.80054007,3493001.9398830626,2422034.6729834615,2309287.6888391594,1384109.3000197043,1391856.561982708,928933.9444311571,11027710.924047172,1468872.7407106922,1473932.4666040577,2093898.7637533431,1765507.1097616705,1832502.5178633793,2547142.209624448,2983279.2024563444,437907.31291348266
2004-05-09~2004-05-15,10545050.17626492,3493379.453797406,2422439.3229981614,2310989.8980990727,1384429.0252748025,1392389.0917151247,929709.862541111,11029633.929801201,1469113.2510797887,1474211.7912514082,2093730.3872610636,1765970.4688951524,1832850.7153500756,2547732.7579089697,2984425.2809884883,438309.16778402484
2004-05-16~2004-05-22,10544615.05732805,3493755.787787169,2422843.010318325,2312689.863626485,1384748.1769184566,1392920.564258661,930484.5254551001,11031559.015156796,1469353.3894501233,1474490.8045573656,2093562.5031760256,1766432.8444569162,1833198.1449809356,2548322.182654557,2985569.6586912014,438710.7389208311
2004-05-23~2004-05-29,10544178.443729455,3494130.941852351,2423245.7349439515,2314387.5854213974,1385066.7549506666,1393450.9796133162,931257.9331731246,11033486.18011396,1469593.1558216964,1474769.5065219298,2093395.1114982294,1766894.2364469615,1833544.8067559588,2548910.48386121,2986712.3355644844,439112.02632390155
2004-05-30~2004-06-05,10543740.335469138,3494504.9159929524,2423647.4968750416,2316083.063483809,1385384.7593714327,1393980.3377790907,932030.0856951843,11035415.424672687,1469832.5501945077,1475047.8971451009,2093228.212227675,1767354.6448652886,1833890.7006751455,2549497.6615289287,2987853.311608337,439513.0299932361
2004-06-06~2004-06-12,10543363.624474434,3494824.5261326786,2423991.098018284,2317534.544566539,1385656.8780413482,1394433.231913707,932690.9316805699,11037070.718058968,1470037.449290556,1475286.269876914,2093085.5476260248,1767748.49780963,1834186.5700267418,2550000.062427413,2988829.9373531123,439856.5215952025
2004-06-13~2004-06-19,10542922.740413776,3495196.3089847723,2424391.0720880916,2319225.855697164,1385973.817183718,1394960.6267287033,933460.7531244096,11039003.824734893,1470276.1528085242,1475564.0822946406,2092919.562826062,1768207.0795947658,1834531.0379279463,2550585.153522826,2989967.7547137365,440256.9983304562
2004-06-20~2004-06-26,10542480.361691393,3495566.9119122853,2424790.083463363,2320914.9230952878,1386290.1827146441,1395486.964354819,934229.3193722845,11040939.011012383,1470514.4843277305,1475841.5833709738,2092754.070433341,1768664.6778081835,1834874.7379733142,2551169.1210793043,2991103.8712449307,440657.191331974
2004-06-27~2004-07-03,10542036.48830729,3495936.334915217,2425188.1321440977,2322601.746760912,1386605.974634126,1396012.2447920537,934996.6304241949,11042876.27689144,1470752.4438481752,1476118.7731059138,2092589.0704478617,1769121.2924498827,1835217.6701628454,2551751.965096848,2992238.2869466934,441057.10059975594
2004-07-04~2004-07-10,10541591.120261464,3496304.577993568,2425585.218130296,2324286.326694035,1386921.192942164,1396536.468040408,935762.6862801404,11044815.622372063,1470990.0313698582,1476395.6514994607,2092424.5628696242,1769576.9235198635,1835559.8344965403,2552333.685575458,2993371.0018190267,441456.72613380203
2004-07-11~2004-07-17,10541144.257553915,3496671.6411473383,2425981.3414219576,2325968.6628946573,1387235.8376387577,1397059.6340998816,936527.4869401213,11046757.047454253,1471227.2468927796,1476672.2185516143,2092260.5476986284,1770031.571018126,1835901.2309743983,2552914.2825151337,2994502.0158619285,441856.0679341122
2004-07-18~2004-07-24,10540695.900184643,3497037.524376528,2426376.502019082,2327648.755362779,1387549.9087239075,1397581.7429704745,937291.0324041375,11048700.55213801,1471464.090416939,1476948.4742623747,2092097.0249348741,1770485.2349446705,1836241.85959642,2553493.755915875,2995631.3290754003,442255.1260006866
2004-07-25~2004-07-31,10540246.048153648,3497402.227681136,2426770.699921671,2329326.6040984006,1387863.4061976133,1398102.7946521868,938053.3226721892,11050646.136423334,1471700.5619423368,1477224.418631742,2091933.9945783617,1770937.9152994964,1836581.720362605,2554072.1057776823,2996758.9414594416,442653.9003335251
2004-08-01~2004-08-07,10539859.271069793,3497713.8913900116,2427107.8176119113,2330762.974329596,1388131.6617700486,1398548.5689433208,938705.7152969962,11052315.435289552,1471902.9557406022,1477460.6945745805,2091794.6461887476,1771325.1441894083,1836872.4184401997,2554566.939985386,2997724.112638665,442995.48107563774
2004-08-08~2004-08-14,10539406.643238457,3498076.403406113,2427500.2276532175,2332436.6561334305,1388444.0939653583,1399067.6572742546,939465.6744868277,11054264.88169207,1472138.736411157,1477736.0607385032,2091632.530302827,1771775.997911043,1837210.8531884027,2555143.203274887,2998848.5663394784,443393.7284743953
2004-08-15~2004-08-21,10538952.520745397,3498437.735497633,2427891.674999987,2334108.094204765,1388755.952549224,1399585.6884163078,940224.3784806945,11056216.407696156,1472374.1450829501,1478011.1155610327,2091470.906824148,1772225.8680609595,1837548.520080769,2555718.343025454,2999971.319210861,443791.69213941705
2004-08-22~2004-08-28,10538496.903590616,3498797.8876645723,2428282.1596522196,2335777.2885435983,1389067.2375216458,1400102.6623694801,940981.8272785966,11058170.013301807,1472609.1817559812,1478285.859042169,2091309.7757527109,1772674.7546391576,1837885.4191172984,2556292.359237086,3001092.3712528134,444189.37207070296
2004-08-29~2004-09-04,10538039.791774113,3499156.8599069305,2428671.681609916,2337444.2391499314,1389377.9488826233,1400618.5791337718,941738.020880534,11060125.698509024,1472843.846430251,1478560.2911819122,2091149.1370885153,1773122.6576456376,1838221.5502979916,2556865.2519097845,3002211.722465335,444586.76826825296
2004-09-05~2004-09-11,10537646.792016963,3499463.6112767346,2429004.791347392,2338871.2681274507,1389643.8163584345,1401059.952067117,942385.1877915289,11061803.655308295,1473044.6914989776,1478795.27092793,2091011.838720887,1773505.7916655382,1838509.051588022,2557355.4085268234,3003169.8126403987,444927.1677515469
2004-09-12~2004-09-18,10537186.904400116,3499820.3922305857,2429392.5254438063,2340534.0518019972,1389953.4624410162,1401573.9054806305,943139.0503152462,11063763.202632708,1473278.665318404,1479069.1248622285,2090852.1145272832,1773951.868038827,1838843.7567507327,2557926.214627215,3004286.0051696924,445324.037015016
